subgenre_id,subgenre_name,genre_id
KZazBEonSMnZfZ7v6En,Armenian,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6El,Asia,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6Iv,Asian Pop,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6Ie,Australasia,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6Id,Bachata,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6I7,Bahamas,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6IA,Beguine,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6Ik,Beguine Moderne,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6I6,Belly Dancing,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6IF,Benin,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6Ia,Bhangra,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6I1,Bhutan,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6IJ,Big Band Latino,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6IE,Bikutsi,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6II,Bolero,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6It,Bolivia,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6In,Bollywood,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6Il,Boogaloo,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tv,Botswana,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6te,Brazil,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6td,Brazilian Folk And Dance,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6t7,Brazilian Jazz,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tA,British Punk,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tk,Burundi,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6t6,Cambodia,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tF,Cameroon,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6ta,Cape Verde,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6t1,Carnatic,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tJ,Celtic Pop,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tE,Celtic/ British Isles,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tI,Central Europe,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tt,Cha-Cha,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tn,Chant,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6tl,Chassidic,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nv,Chile,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6ne,Chimurenga,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nd,China,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6n7,Christmas,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nA,Colombia,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nk,Compas,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6n6,Conjunto,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nF,Contemporary Celtic,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6na,Contemporary Flamenco,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6n1,Continental Europe,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nJ,Corrido,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nE,Costa Rica,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nI,Cuban,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nt,Cuban Big Band,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nn,Cuban Calypso,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6nl,Cuban Charanga,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6lv,Cuban Jazz,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6le,Cuban Rhumba,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6ld,Cumbia,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6l7,Danzon,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6lA,Dhrupad,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6lk,Djabdong,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6l6,Dominican Republic,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6lF,Drinking Songs,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6la,Eastern Europe,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6l1,Egypt,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6lJ,Ethiopia,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6lE,Euro-Rock,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6lI,Europe,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6lt,European Jazz,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6ln,Flamenco,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6ll,Forro,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvv,French Pop,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFve,French Rock,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvd,Fuji,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFv7,Fusion,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvA,Gabon,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvk,Georgian Choir,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFv6,Ghana,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvF,Guaguancó,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFva,Guinea,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFv1,Gypsy,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvJ,Haiti,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvE,Hapa-Haole,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvI,Hawaiian,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvt,Hawaiian Pop,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvn,Hawaiian R&B & Hip-Hop,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFvl,Hebrew,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFev,Highlife,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFee,Hula,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFed,India & Pakistan,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFe7,Indian Classical,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFeA,Indian Pop,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFek,Indonesia,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFe6,Iran,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFeF,Iraq,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFea,Islamic,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFe1,Israel,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFeJ,Italian Pop,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFeE,Ivory Coast,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFeI,Jamaica,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFet,Japan,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFen,Japanese Pop,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFel,Japanese Rock,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdv,Jibaro,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFde,Jit,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdd,Juju,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFd7,Kenya,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdA,Klezmer,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdk,Kora,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFd6,Korea,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdF,Laika,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFda,Lambada,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFd1,Laos,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdJ,Latin,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdE,Latin Children's,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdI,Latin Christian,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdt,Latin Contemporary Christian,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdn,Latin Dance,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFdl,Latin Electronica,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7v,Latin Folk,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7e,Latin Freestyle,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7d,Latin Hip-hop,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF77,Latin Jazz,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7k,Latin Pop,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF76,Latin Rock,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7F,Latin Soul,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7a,Lebanon,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF71,Madagascar,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7J,Makossa,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7E,Mali,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7I,Mambo,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7t,Mantras,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7n,Marabi,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF7l,Mariachi,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAv,Mbalax,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAe,Mbaqanga,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAd,Mbira,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFA7,Mbube,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAA,Mediterranean,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAk,Merengue,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFA6,Merenhouse,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAF,Mexican Banda,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAa,Mexican Cumbia,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFA1,Mexican Duranguense,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAJ,Mexican Folk,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAE,Mexican Grupero,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAI,Mexican Ranchera,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAt,Mexican Sierreno,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAn,Middle East,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFAl,Mini Jazz,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkv,Morocco,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFke,Musette,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkd,Native American,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFk7,New Age,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkA,New York Salsa,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkk,Nicaragua,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFk6,Nigeria,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkF,North America,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFka,Nueva Trova,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFk1,Omutibo,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkJ,Onda Grupera,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkE,Pachanga,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkI,Pakistan,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkt,Panama,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkn,Peru,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFkl,Pipe Bands,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6v,Plena,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6e,Polynesian Music,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6d,Puerto Rico,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF67,Pygmy,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6A,Qawwali,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6k,Raga,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF66,Rai,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6F,Rock en Español,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6a,Russia,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF61,Salsa,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6J,Samba,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6E,Scandinavia,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6I,Scandinavian Joik,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6t,Senegal & Gambia,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6n,Slack Key Guitar,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF6l,Soca,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFv,Son,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFe,Sonero,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFd,Soukous,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFF7,South Africa,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFA,South Pacific,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFk,Sudan,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFF6,Swedish Folk,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFF,Swedish Pop/Rock,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFa,Syria,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFF1,Taarab,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFJ,Tahiti,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFE,Taiwan,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFI,Tango,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFt,Tanzania,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFn,Thailand,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFFl,Throat Singing,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFav,Tibet,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFae,Township Jazz,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFad,Traditional Celtic,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFa7,Traditional Middle Eastern Folk,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFaA,Trinidad,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFak,Trova,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFa6,Turkey,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFaF,Uganda,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFaa,Ukelele,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFa1,Uruguay,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFaJ,Vallenato,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFaE,Venezuela,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFaI,Vietnam,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFat,Western Europe,KnvZfZ7vAeF
KZazBEonSMnZfZ7v6Jt,World,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFan,Worldbeat,KnvZfZ7vAeF
KZazBEonSMnZfZ7vFal,Zaire & Congo,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF1v,Zimbabwe,KnvZfZ7vAeF
KZazBEonSMnZfZ7vF1e,Zouk,KnvZfZ7vAeF
KZazBEonSMnZfZ7vaEd,Polka,KnvZfZ7vAeF
