Genre ID,Maximum Price,Minimum Price
KnvZfZ7vAJ6,146.25,52.25
KnvZfZ7vAe6,64.75,23.75
KnvZfZ7vAeA,47.47761194029851,26.455223880597014
KnvZfZ7vAeF,175.83333333333334,47.5
KnvZfZ7vAeJ,35.0,30.0
KnvZfZ7vAed,65.0,20.0
KnvZfZ7vAee,110.375,35.375
KnvZfZ7vAev,44.05555555555556,27.88888888888889
KnvZfZ7vAv1,41.388888888888886,29.583333333333332
KnvZfZ7vAv6,57.5,40.0
KnvZfZ7vAvF,37.71875,27.34375
KnvZfZ7vAvl,23.85,23.85
KnvZfZ7vAvt,57.857142857142854,37.92857142857143
KnvZfZ7vAvv,,
